recId,Table Name,Field Name,Field Type,Field Options
receMflfJC1kdJ5EG,SSJ Fillout Forms,City Standardized,formula,"SUBSTITUTE(SUBSTITUTE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(REGEX_REPLACE(
  SUBSTITUTE(
    SUBSTITUTE(
      SUBSTITUTE(
        SUBSTITUTE(
          SUBSTITUTE(
            REGEX_REPLACE(
              LOWER(TRIM(
                REGEX_REPLACE( {City}, "" [A-Z]{2}$"", """" )))
            ,"",$"","""")
          ,""st "",""st. "")
        ,""and/or"",""or"")
      ,""-"","" "")
    ,""("",""( "")
  ,""/"","" / "")
, ""^a"", ""A""), ""^b"", ""B""), ""^c"", ""C""), ""^d"", ""D""), ""^e"", ""E""), ""^f"", ""F""), ""^g"", ""G""), ""^h"", ""H""), ""^i"", ""I""), ""^j"", ""J""), ""^k"", ""K""), ""^l"", ""L""), ""^m"", ""M""), ""^n"", ""N""), ""^o"", ""O""), ""^p"", ""P""), ""^q"", ""Q""), ""^r"", ""R""), ""^s"", ""S""), ""^t"", ""T""), ""^u"", ""U""), ""^v"", ""V""), ""^w"", ""W""), ""^x"", ""X""), ""^y"", ""Y""), ""^z"", ""Z""), "" a"", "" A""), "" b"", "" B""), "" c"", "" C""), "" d"", "" D""), "" e"", "" E""), "" f"", "" F""), "" g"", "" G""), "" h"", "" H""), "" i"", "" I""), "" j"", "" J""), "" k"", "" K""), "" l"", "" L""), "" m"", "" M""), "" n"", "" N""), "" o"", "" O""), "" p"", "" P""), "" q"", "" Q""), "" r"", "" R""), "" s"", "" S""), "" t"", "" T""), "" u"", "" U""), "" v"", "" V""), "" w"", "" W""), "" x"", "" X""), "" y"", "" Y""), "" z"", "" Z"")
        ,"" Or"","" or""),""( "",""("")"
rec5yvdo1HCtdCFOf,SSJ Fillout Forms,Form version,singleSelect,"Get Involved, Start a School"
recQZYuBM6ByF6HHu,SSJ Fillout Forms,Interested in charter,checkbox,
recKxmbQBZCeL7tn5,SSJ Fillout Forms,Is Interested in Charter (from Email),multipleLookupValues,
rec4DYYnKqFahKMlo,SSJ Fillout Forms,Socio-Economic: LGBTQIA Identifying (from Email),multipleLookupValues,
recX4az6ZfpRAlS8u,SSJ Fillout Forms,Email,multilineText,
recbrKZsGPTDGbzJU,SSJ Fillout Forms,Primary Personal Email (from Educators),multipleLookupValues,
recROO8Yg163ckKNC,SSJ Fillout Forms,Link to Start a School,multipleRecordLinks,SSJ Typeforms: Start a School
recSezEQPYzhkn5kZ,Guides Assignments,Guide Assignment key,formula,"{Partner} & "" - "" & IF({School Short Name},{School Short Name},{School})"
recIE3xHZKV1zbesm,Guides Assignments,Partner,multipleRecordLinks,Partners
recA3sWxO82zNehyk,Guides Assignments,School,multipleRecordLinks,Schools
reckvCHYvP3JOGZmc,Guides Assignments,Start date,date,
rec0ikzUVT4X70y68,Guides Assignments,End date,date,
recCyk5ZRdrOMeUqc,Guides Assignments,Type,singleSelect,"Ops Guide, Equity Coach, Regional Entrepreneur, Open Schools Support"
recf7SLJoPCuED6vg,Guides Assignments,Currently active,checkbox,
recYpQO0gau3WpiPT,Guides Assignments,guide_assignment_id,formula,RECORD_ID()
recRu4OM9xr2CJLIP,Guides Assignments,guide_id,multipleLookupValues,
rec22NhCl8KIlMQwA,Guides Assignments,school_id,multipleLookupValues,
rechTBP2Eytya6XzY,Guides Assignments,Guide short name,multipleLookupValues,
rec00CSVeBlS4YQFj,Guides Assignments,School Short Name,multipleLookupValues,
recBlIFxMqKwayNRJ,School notes,School Note Key,formula,"DATETIME_FORMAT({Date created},'YYYY-MM-DD') & ""-"" & {School} & ""-"" & {Notes}"
recJILHGrmiQphq4T,School notes,School,multipleRecordLinks,Schools
recxYiqisAdJJaB6G,School notes,Notes,multilineText,
recilsjRLLQBcXFGB,School notes,Date created,date,
rechx4gcIqdrUCHKk,School notes,Created by,multipleRecordLinks,Partners
rec4tdSB9yVu1KEO1,School notes,Private,checkbox,
recoQTUOGkvLAEokF,Educator notes,Educator Note Key,formula,"DATETIME_FORMAT({Date},'YYYY-DD-MM') & ""-"" & {Educator}"
rec9o26C5MSdf0i3A,Educator notes,Educator,multipleRecordLinks,Educators
rec9x0ahGW9pKzQa9,Educator notes,Notes,multilineText,
rectJEeIAXkzG4ct2,Educator notes,Date,date,
recI2Ovr9r7GjmYVO,Educator notes,Created by,multipleRecordLinks,Partners
recyahXp1fffi975E,Educator notes,Private,checkbox,
reczaXSqWP4NeciJL,Educator notes,Full Name (from Educator),multipleLookupValues,
recMOroCBcpHhAJYx,Educator notes,Contact email (from Educator),multipleLookupValues,
rectm2u1P3ymkMnBB,Family survey non-TC data 2021-22,Record ID,formula,RECORD_ID()
recUhma013ZbOooDF,Family survey non-TC data 2021-22,school_id_at,multipleRecordLinks,Schools
recu2aAF55CpkN3PD,Family survey non-TC data 2021-22,school_short_name_at,multipleLookupValues,
rec8b1FrFCgyosvRr,Family survey non-TC data 2021-22,student_id_at_auto,autoNumber,
recwzvz0nTlMrU9Zm,Family survey non-TC data 2021-22,ethnicity_list,multipleRecordLinks,Ethnicity categories
recWlBSqnn1beWcLy,Family survey non-TC data 2021-22,student_first_name_at,singleLineText,
recJAVslTUpqiLYWF,Family survey non-TC data 2021-22,student_last_name_at,singleLineText,
recTsgyLuIdicVVuF,Family survey non-TC data 2021-22,language_response,singleLineText,
recYGbz6rmArwR8Bc,Family survey non-TC data 2021-22,household_income,multipleRecordLinks,Household income categories
rec9mnMntTHAufu6j,Family survey non-TC data 2021-22,frl,multipleRecordLinks,Boolean categories
rec90PWMSQ7Ra14Cf,Family survey non-TC data 2021-22,nps_response,number,
recPPtiPLP6qJP13W,Family survey non-TC data 2021-22,marketing_opt_out,multipleRecordLinks,Boolean categories
rec3VSP6FrYri9plB,Family survey non-TC data 2021-22,feedback_response,multilineText,
rectY2XW9YcBDqFPa,Family survey non-TC data 2021-22,Schools copy,singleLineText,
recAIb3dZjpDOyXWf,Family survey non-TC data 2021-22,Schools copy,singleLineText,
rechTtMXS07h2E68b,Family survey - school inputs,Record ID,formula,RECORD_ID()
recO7LS4PAEk3vMRJ,Family survey - school inputs,Schools,multipleRecordLinks,Schools
recWwm5p55YfchtiX,Family survey - school inputs,Include in data,checkbox,
recjomrD7DSq8UH86,Family survey - school inputs,Include in reporting,checkbox,
rec3vYnXmNHs5uuDf,Family survey - school inputs,Data pending,checkbox,
recx1PtzwwW9Kj2p3,Family survey - school inputs,Report language,singleSelect,"English, Spanish"
recEhN0xTbOwDqPgp,Family survey - school inputs,Number of students,number,
rec47cWmbwruU8bmh,Family survey - school inputs,Number of forms sent,number,
recb1sBMcxSZrzliP,Family survey - hub inputs,Record ID,formula,RECORD_ID()
recGr5sc6Zrf9A6x1,Family survey - hub inputs,Hubs,singleLineText,
recdr6uhIg6RhsrHp,Family survey - hub inputs,Include in reporting,checkbox,
recKW8yooABVsU00i,Family survey - hub inputs,Data pending,checkbox,
recAnmSrhgl3o5gqJ,Family survey - excluded classroom inputs,Record ID,formula,RECORD_ID()
recrRT7JLorJWbUlT,Family survey - excluded classroom inputs,TC classroom ID,number,
rec2KLOx5Xn2Vv4pl,Family survey - excluded classroom inputs,TC school ID,number,
recXeSpYJ3GZEg7YR,Family survey - excluded student inputs,Record ID,formula,RECORD_ID()
recbPM2DjonBU7qZf,Family survey - excluded student inputs,TC student ID,number,
recFdmBulLTzrIstY,Family survey - excluded student inputs,TC school ID,number,
recnmRhRmzEXb6BcX,Family survey - field name inputs,Record ID,formula,RECORD_ID()
recjFXFZbmtKX6T7A,Family survey - field name inputs,Source field name,singleLineText,
recTH8qEbVqlbOP1Q,Family survey - field name inputs,Target field name,singleLineText,
rec3dROnmwjkpPGHm,Ethnicity categories,ethnicity_category,singleLineText,
rec12FVByHs45qiUB,Ethnicity categories,ethnicity_display_name_english,singleLineText,
recUg1Y3pWxGrPpOl,Ethnicity categories,ethnicity_display_name_spanish,singleLineText,
rec7ZVk7PcUN6TAix,Ethnicity categories,Ethnicity mapping,multipleRecordLinks,Ethnicity mapping
recW1ZzUCN2sFoOXk,Ethnicity categories,Family survey non-TC data 2021-22,multipleRecordLinks,Family survey non-TC data 2021-22
recN1US8AjfzPsZWp,Ethnicity categories,ethnicity_response (from Ethnicity mapping),multipleLookupValues,
reciAYFFHlbc7b9IR,Ethnicity mapping,Record ID,formula,RECORD_ID()
recbEGzm7R4rPeUKl,Ethnicity mapping,ethnicity_response,singleLineText,
recuCoCXAv8D66HT4,Ethnicity mapping,ethnicity_category,multipleRecordLinks,Ethnicity categories
recrna8TGWbYyasSc,Gender categories,gender_category,singleLineText,
rec5njFPCm2OVVW9o,Gender categories,gender_display_name_english,singleLineText,
reccaZbPgtWX6gmhv,Gender categories,gender_display_name_spanish,singleLineText,
recjqWcoftq3lno9o,Gender categories,Gender mapping,multipleRecordLinks,Gender mapping
recZAMfzM89AeloU9,Gender categories,Get Involved,singleLineText,
recRqZ1zmxQjiucPD,Gender mapping,Record ID,formula,RECORD_ID()
recD0YbUhba0VIEhQ,Gender mapping,gender_response,singleLineText,
recPvF1NAaRxG8XbB,Gender mapping,gender_category,multipleRecordLinks,Gender categories
recNu4JztA7fzwgGx,Household income categories,household_income_category,singleLineText,
recFxy4TlwdCar8Xe,Household income categories,household_income_display_name_english,singleLineText,
rec3w4WmNkguFxBeh,Household income categories,household_income_display_name_spanish,singleLineText,
recsqkvQE7peW02qv,Household income categories,Household income mapping,multipleRecordLinks,Household income mapping
rec8v7TmwDZ4SZiNH,Household income categories,Family survey non-TC data 2021-22,multipleRecordLinks,Family survey non-TC data 2021-22
rec2iDLZOKzuNyJrb,Household income mapping,Record ID,formula,RECORD_ID()
recXBV4xRmBzrosGs,Household income mapping,household_income_response,singleLineText,
recwkneo2N0Lt2B1B,Household income mapping,household_income_category,multipleRecordLinks,Household income categories
rect58Q6NZCQaEjDN,NPS categories,nps_category,singleLineText,
recefftd7nACH1QmK,NPS categories,nps_display_name_english,singleLineText,
reckuZdCkaUyZXF43,NPS categories,nps_display_name_spanish,singleLineText,
recUkKNNoASd7qLCt,NPS categories,NPS mapping,singleLineText,
reco6Zmeh3bFBS9tZ,NPS mapping,Record ID,formula,RECORD_ID()
rec7bDWYdg3biLqgl,NPS mapping,nps_response,number,
recNsKyIy8wWTR2XL,NPS mapping,nps_category,multipleRecordLinks,NPS categories
rec3ITITzg07x5rq0,Boolean categories,boolean_category,singleLineText,
recnVOMiEuq3Su59J,Boolean categories,boolean_display_name_english,singleLineText,
recNnMIes6MMBF8pL,Boolean categories,boolean_display_name_spanish,singleLineText,
recLWxabBAzSlf73o,Boolean categories,Boolean mapping,multipleRecordLinks,Boolean mapping
recK5AGcZiLB0Ct0H,Boolean categories,Family survey non-TC data 2021-22,multipleRecordLinks,Family survey non-TC data 2021-22
rec78Y4zFgTR35gr6,Boolean categories,Family survey non-TC data 2021-22 (2),multipleRecordLinks,Family survey non-TC data 2021-22
recxTuLVlbswAXsdn,Boolean mapping,Record ID,formula,RECORD_ID()
reclouOWMm9hCCXRJ,Boolean mapping,boolean_response,singleLineText,
recYgnDftsJVtN34f,Boolean mapping,boolean_category,multipleRecordLinks,Boolean categories
rec2T7V4T64p9dNQ3,Field Categories,Category ID,formula,"CONCATENATE({Type}, "": "", {Slug})"
recb2KaMAbHPFAgRf,Field Categories,Value,singleLineText,
recgcTMSS477R6XOX,Field Categories,Type,singleSelect,"Race & Ethnicity, Gender, Household Income, Income Background As Child, Educational Attainment, Pronouns, Languages, Montessori Certification Levels, Montessori Certifiers, Montessori Certification Status, LGBTQIA, Classroom Levels"
recPBcW6Ucwy2NtNm,Field Categories,Field Mappings,multipleRecordLinks,Field Mapping
recbGXzdfG76wqiWM,Field Categories,Slug,singleLineText,
reczeXhQ4sfJWZlIh,Field Categories,Record ID,formula,RECORD_ID()
rec7YUucLWcZpGE9c,Field Categories,Field Mapping Record IDs,multipleLookupValues,
rec4qPoCgYQpsWpSY,Field Categories,Non-Specific Category,checkbox,
recGpwrQPJFz2ERZX,Field Mapping,Mapping ID,formula,"CONCATENATE({Response}, "" - "", {Field Categories})"
recWBp4rhnZzLCRgH,Field Mapping,Field Categories,multipleRecordLinks,Field Categories
recAul5gNXMDSTXdA,Field Mapping,Response,singleLineText,
recnvYxAkKG2A8Gna,Field Mapping,Field Category Type,rollup,
reccgInw9alHILVyv,Field Mapping,Record ID,formula,RECORD_ID()
recGOuVkzmCLMwyP8,Field Mapping,Field Categories Record IDs,multipleLookupValues,
recvYNniDebwTDYFf,Tags,Name,singleLineText,
recWKOFbZHDVTVHqv,Tags,Educator,singleLineText,
recN4bMDap8AoPes9,Tags,Educator Record ID,multipleLookupValues,
recv8ahsX68r4Mnw5,Tags,SSJ Typeforms: Start a School,multipleRecordLinks,SSJ Typeforms: Start a School
recSKaEzxFeMaC4P8,Tags,Record ID,formula,RECORD_ID()
recn6lCg00Vzrra16,Tags,Educators copy,singleLineText,
reckFtszn23Drbskm,Tags,SSJ Typeforms: Start a School copy,singleLineText,
recjuARpyvtRQyTuo,Family Survey,Family Survey Name,formula,"{School} & ""_"" & {Survey Year}"
recBphNi1n4ZAAqUM,Family Survey,Number of Students,number,
recYEooa0ZIz1nDpw,Family Survey,Number of Forms Sent,number,
recyv2LOKBEr4fTri,Family Survey,Response Rate,percent,
recu0RPL6QvIYYZ6N,Family Survey,School,multipleRecordLinks,Schools
recuhDMpOttezbD1f,Family Survey,Global Majority,percent,
reccIu3NRznSRj3B2,Family Survey,African American,percent,
recRdgaPs5gw5kkCH,Family Survey,Asian American,percent,
recK0UKGLhP6HStpG,Family Survey,Latinx,percent,
recyk8Usil14XrYNN,Family Survey,Middle Eastern,percent,
recbij9ARc7VzTLvo,Family Survey,Native American,percent,
recSomAsHreDQIAS7,Family Survey,Pacific Islander,percent,
recpDvIQYNclbOs4f,Family Survey,White,percent,
recdw2aerHjiXLgyu,Family Survey,FRL,percent,
recPKKjt6VURkx9hv,Family Survey,Low Income,percent,
rec9u1YTBnmtU0wZp,Family Survey,Medium Income,percent,
recuIdwGWMpsqnGHG,Family Survey,High Income,percent,
recvAlms1dXOiQQUT,Family Survey,ESL,percent,
recEJDIoQ6hOXBSC4,Family Survey,NPS,number,
recHUG0pthYMFjnRa,Family Survey,Survey Year,number,
recQT04CAo66yqE8b,Family Survey,Schools copy,singleLineText,
reciPOtm4TheZ50jP,Family Survey,Schools copy,singleLineText,
rec5b8PCRCwG9vc90,Educator Gifts,Name,singleLineText,
recpTzZ7mQRyZNlVK,Educator Gifts,Notes,multilineText,
recdNwZC2xkjkk5Tz,Educator Gifts,Attachments,multipleAttachments,
reccQ81E5LPgQgmVP,Educator Gifts,Status,singleSelect,"Todo, In progress, Done"
recu3sHzo1FrQWcYn,School Gifts,Key,formula,"{School} & "" "" & {Gift Cycle}"
recUKndjpTkiKDbyr,School Gifts,School,multilineText,
recZ7pJLZat09Jmss,School Gifts,Gift Cycle,singleLineText,
rechuxfKC2f3Uum9L,Training Grants,Training Participant + Program,formula,"{Educators}&""_""&{Training Program}"
reciDGuuMi64jpKpw,Training Grants,Notes,multilineText,
recoZSRWKMxsx23pi,Training Grants,Training Grant Status,singleSelect,"Planned, Issued, Cancelled"
recP7yDQuHCEqADKi,Training Grants,Training Grant Amount,currency,
recOkbDAkAbWjkoKJ,Training Grants,Educators,multipleRecordLinks,Educators
rec7KDS20pCp4JaJ9,Training Grants,Hub Name (from Educators),multipleLookupValues,
recQHIN5XytHjxsfN,Training Grants,Stage (from Educators),multipleLookupValues,
reci8hrJCq0HXfCQB,Training Grants,Status (from Educators),multipleLookupValues,
recjPxwBxc1eiBeth,Training Grants,Training Status,singleSelect,"Accepted, In-Progress, Complete, Withdrew, Incomplete application / did not apply"
recAulWc3hrWZqLaU,Training Grants,Training Program,singleSelect,Rising Tide
recKVCJ4n91O12ZsW,Training Grants,Applied?,checkbox,
recY6Iia45ld8iz2f,Training Grants,Cohort,singleSelect,2022 Primary
recfsQO00CxPMn7ud,Marketing assets,ID,autoNumber,
recwfwpKWzTt21g7A,Marketing assets,School,singleLineText,
recoDAON1Bglymmtg,Marketing assets,Type,singleSelect,"Photo, Visual asset"
recuMjcHNnJN4jgGt,Marketing assets,Asset,multipleAttachments,
recbXMeImb1LOHTke,Marketing assets,Schools copy,singleLineText,
recrzRL3Vzmyqvxjq,Platform Educators & Partners,first_name,singleLineText,
recDwDhKp1khEJPA4,Platform Educators & Partners,middle_name,singleLineText,
recEUIWQgEq8LBMwC,Platform Educators & Partners,last_name,singleLineText,
recAjy1vLI37xBoK2,Platform Educators & Partners,email,email,
recy3ZNtomRXV9xAX,Platform Educators & Partners,raw_address,singleLineText,
rec419aoQ6W47ZsO7,Platform Educators & Partners,hub,singleLineText,
rec9OueVrzYGxXnHj,Platform Educators & Partners,pod,singleLineText,
recIwLAHDHyodMbL6,Platform Educators & Partners,tc_user_id,singleLineText,
recaBIekuoCtqorwf,Platform Educators & Partners,prosperworks_id,singleLineText,
rec1DPQOl0x0EkGL3,Platform Educators & Partners,willing_to_relocate,checkbox,
recJhJ9bYW2ZzRMm8,Platform Educators & Partners,primary_language,singleLineText,
recWvVyRfo1AtNGFQ,Platform Educators & Partners,race_ethnicity_other,singleLineText,
reclhgFJW240tS90C,Platform Educators & Partners,household_income,singleLineText,
rec5KLa0TShb8pHX1,Platform Educators & Partners,income_background,singleLineText,
recfbE7ksNbcp8IVQ,Platform Educators & Partners,gender,singleLineText,
recjSwTNIgiJLSpTy,Platform Educators & Partners,gender_other,singleLineText,
rec9wPZ5r14MribM3,Platform Educators & Partners,lgbtqia,checkbox,
recW3NygbWTI3QOId,Platform Educators & Partners,pronouns,singleLineText,
recGGnzompGPLBUNR,Platform Educators & Partners,pronouns_other,singleLineText,
recjNV9LkAEfmmjpB,Platform Educators & Partners,original_record_id,multipleRecordLinks,Educators
recddhbkAkJJTumJI,Platform Educators & Partners,stage,singleLineText,
reccBbMJnYrYF1KcN,Platform Educators & Partners,montessori_certified,singleLineText,
recisGOUDdM7UaFpA,Platform Educators & Partners,languages,singleLineText,
reczR9JYSi2RlwaHQ,Platform Educators & Partners,race_ethnicity,singleLineText,
recbRo2OTgMpE1jFL,Platform Educators & Partners,roles,singleLineText,
recvoIPQbMA6GTWNK,Platform Educators & Partners,Platform Educators x Schools,multipleRecordLinks,Platform Educators x Schools
recndCGyk8hLbkb8s,Platform Educators & Partners,phone,phoneNumber,
recsCJ9LJCs7PJpOE,Platform Educators & Partners,montessori_certified_year,singleLineText,
rec7QTwbWgghQMALZ,Platform School,name,singleLineText,
recHaVN4PlqKAbD7Y,Platform School,hub,singleLineText,
rec7b3QVjFJu74Nvj,Platform School,pod,singleLineText,
recTUItDNxYQL8gvH,Platform School,status,singleSelect,"Paused, Placeholder, Emerging, Open, Permanently Closed, Disaffiliated, Abandoned"
rec7xC0FfXcNu9laX,Platform School,website,url,
recIAK3LYxv3u8U0I,Platform School,phone,phoneNumber,
recKSsmQboMPN2tjE,Platform School,email,email,
recQ0OCdNMhMPILB0,Platform School,email_domain,singleLineText,
recpFi5cFNQXEbmvg,Platform School,governance_model,singleLineText,
recQ3pTzNAJuFLeZG,Platform School,calendar,singleLineText,
recvi7lqteGrNLT6E,Platform School,enrollment_at_full_capacity,number,
rec9SSVtG8Nl1roMC,Platform School,facebook,url,
recRTXLlDnN6cmQFD,Platform School,instagram,url,
recjpAfaNALtUXDIy,Platform School,logo_url,url,
recwb6fixrKofisFf,Platform School,time_zone,singleLineText,
recuNS02CSZnyM9pM,Platform School,address,singleLineText,
recP8mNvn6TTfh6uQ,Platform School,opened_on,date,
recJiDS8wgrAMl9At,Platform School,original_record_id,multipleRecordLinks,Schools
recNZhBbsvWsobJlR,Platform School,charter,singleLineText,
recUsERBz5BVx9LRf,Platform School,about,multilineText,
rectLnxfLaI7JcEOg,Platform School,about_es,multilineText,
recTG7KuA4lIgQqOz,Platform School,hero_image_url,url,
recuCdqB32eaTrkKH,Platform School,hero_image2_url,singleLineText,
rec3PMVgFUCMxrFn9,Platform School,URL,url,
recCJZqacfzIEXTRd,Platform School,affiliation_date,date,
reckK2iB3dq2huAoT,Platform School,number_of_classrooms,number,
rec34QjhKUweJOPOj,Platform School,Platform Educators x Schools,multipleRecordLinks,Platform Educators x Schools
recn2IOOnuHuPhUIr,Platform School,Schools copy,singleLineText,
recfoZXqxuJMK8Ldi,Platform School,Schools copy,singleLineText,
recfOR1KzavrEMdQi,Platform Educators x Schools,name,singleLineText,
recUgtSzHydvlfufZ,Platform Educators x Schools,platform_school_record_id,multipleRecordLinks,Platform School
rec0cGM2nt3H88KMp,Platform Educators x Schools,platform_person_record_id,multipleRecordLinks,Platform Educators & Partners
recaeyD3NrsM5bXhU,Platform Educators x Schools,start_date,date,
recxaYNWubfmqwFSZ,Platform Educators x Schools,end_date,date,
rec1ayaZvNoI6Wr3g,Platform Educators x Schools,original_record_id,multipleRecordLinks,Educators x Schools
recNJv4xmlDWMD6aZ,Platform Educators x Schools,Educators x Schools copy,singleLineText,
recpJaukdIBBx1pQ8,Platform Educators x Schools,roles,singleLineText,
recTGrYfzJwiY5QQA,Public funding,Name,singleLineText,
recMmZYggvyeAOYk5,Public funding,Relevant levels,multipleSelects,"Parent-child, Infants, Toddlers, Primary, Lower Elementary, Upper Elementary, Adolescent / JH, High School"
recmPs6zQillxXsup,Public funding,Schools,multipleRecordLinks,Schools
recefyYglK9OrPdXd,Public funding,Description,multilineText,
rec9DmUw8Sgok1HoG,Public funding,Schools copy,singleLineText,
recHN2ZVmNh0cFopR,Action steps,Item,multilineText,
receQ6fvmTGT8ZrUD,Action steps,Assignee,multipleRecordLinks,Partners
receQT1qDKHWWwCaC,Action steps,Status,singleSelect,"Incomplete, Complete"
recohbJM0ofWSq6fY,Action steps,Assigned date,date,
rec0MD2N03nfUVDAc,Action steps,Due date,date,
recSRRDWb8lr0agbk,Action steps,Schools,multipleRecordLinks,Schools
recqQ6oa6g9W6fm0e,Action steps,Completed date,date,
rec4BrDoXJG2ilPAz,Action steps,School Status,multipleLookupValues,
recczBXv5gbcO5GRW,Action steps,SSJ Stage,multipleLookupValues,
rec3eQ0nI9ggLhCU1,Action steps,Assignee Short Name,multipleLookupValues,
recler2zLgFGsl27l,Membership fee overview,Record Name,formula,"CONCATENATE({School}, "" - "",{School year})"
recHdRbQjHo3jUskH,Membership fee overview,School year,multipleRecordLinks,School year
recnxbZuivRgJ5vry,Membership fee overview,School,multipleRecordLinks,Schools
recXXlmSubE2iEsQq,Membership fee overview,Status,multipleSelects,"Paid, Getting Support, Exemption, Not Yet Paid"
recxejcy57ecERkBA,Membership fee overview,Target fee,formula,"IF({Exempt},0,IF({New school?},{New school fee amount (from School year)},{990 revenue}*{Fee level as a share of revenue (from School year)}))"
recl6yjPOUjcH8JXY,Membership fee overview,990 revenue,currency,
recf90U4my96uiTPg,Membership fee overview,Initial negotiated fee,currency,
reczZ1CuSz487hM5l,Membership fee overview,Membership fee changes,multipleRecordLinks,Membership fee change log
rec5grbn7tdrVtBtl,Membership fee overview,Initial billing schedule,multipleRecordLinks,Membership fee billing schedules
rec4UsDZjfEyDFj5n,Membership fee overview,July Amount Due,rollup,
recIvCTUgMQh91KH1,Membership fee overview,Reminder schedule,multipleSelects,"July, August, September, October, November, December, January, February, March, April, May, June"
recy0LcPzZ0jUIGb9,Membership fee overview,New school?,checkbox,
recQ3SCpvXSJjEpjf,Membership fee overview,Fee level as a share of revenue (from School year),multipleLookupValues,
recYquNu8jEyqrdwA,Membership fee overview,New school fee amount (from School year),multipleLookupValues,
receisoQZZpti9f2V,Membership fee overview,Fill out initial billing schedule,button,
recm8kFcHkDIjarPm,Membership fee overview,Exempt,checkbox,
reck8rgGtS9a8aVea,Membership fee overview,Exemption rationale,multipleSelects,
recm1im1k2n194dQO,Membership fee overview,Amount paid,rollup,
recwD6sv95Jj8z0zO,Membership fee overview,Amount remaining full year,formula,{Initial negotiated fee}-{Amount paid}-{Amount exempted}
rec1Gjr8rLRWE3GLs,Membership fee overview,Amount invoiced,rollup,
recE6Oh2807XJYv8h,Membership fee overview,Amount outstanding vs. invoiced,formula,{Amount invoiced}-{Amount paid}-{Amount exempted}
recQflcZeC1HXHRxS,Membership fee overview,Amount exempted,rollup,
recZ1FPHxxsSJD8H3,Membership fee overview,August Amount Due,rollup,
recyBdyrEGJt83yTl,Membership fee overview,September Amount Due,rollup,
recPI7jT1kMZ7FLO3,Membership fee overview,October Amount Due,rollup,
rec78R8YUrVcGu885,Membership fee overview,November Amount Due,rollup,
reccUrEdX1eQMYX9r,Membership fee overview,December Amount Due,rollup,
rec2Wy7uWTydjhsXN,Membership fee overview,January Amount Due,rollup,
recQxbvYbaLeGHPDb,Membership fee overview,February Amount Due,rollup,
recQ4tFHrLaMOSMm0,Membership fee overview,March Amount Due,rollup,
recLK09fMBc845caD,Membership fee overview,April Amount Due,rollup,
recwbgi3T23c8MFXZ,Membership fee overview,May Amount Due,rollup,
recEZA3gBGuIjcGCT,Membership fee overview,June Amount Due,rollup,
recRqAh9mufsk9Tts,Membership fee overview,Open link,button,
recgt35BE56y7Mc1z,Membership fee overview,Revised fee amount,formula,{July Amount Due}+{August Amount Due}+{September Amount Due}+{October Amount Due}+{November Amount Due}+{December Amount Due}+{January Amount Due}+{February Amount Due}+{March Amount Due}+{April Amount Due}+{May Amount Due}+{June Amount Due}
recBCg8R7VA883Yuh,Membership fee overview,Membership fee - generate invoices,multipleRecordLinks,Membership fee - generate invoices
recQxn9MWc7x4k20e,Membership fee overview,QBO School Codes (from School),multipleLookupValues,
recRPzko2f5fgF4RL,Membership fee overview,Membership fee credits,multipleRecordLinks,Membership fee credits
rec8uWIACcXt3x7vZ,Membership fee overview,Membership fee invoices,multipleRecordLinks,Membership fee invoices
recZ78Sz24G1yBTpa,Membership fee change log,Change ID,formula,"CONCATENATE({School x Year},""-"",{Date of change})"
recAt6olpDaMiSoll,Membership fee change log,School x Year,singleLineText,
recjW5bkK021UcWvG,Membership fee change log,Reason,multilineText,
recKzPiJ47ILLTkOt,Membership fee change log,Date of change,date,
recdfyvUPau92EDQo,Membership fee change log,Month to change,singleSelect,"July, August, September, October, November, December, January, February, March, April, May, June"
recgMdul9D7Vbv0j0,Membership fee change log,Old amount,currency,
recFqMIJD2rmS8qSC,Membership fee change log,New amount,currency,
recdWxqOkx88Ic0Vl,Membership fee change log,Type,singleSelect,"Initial, Change"
recQTnFrdDmPGrK0V,Membership fee billing schedules,Name,singleLineText,
recgyOzc0YTnSsLs6,Membership fee billing schedules,Months to bill,multipleSelects,"September, October, November, December, January, February, March, April, May, June, July, August"
